JobTitle,JobCompanyName,JobLocation,JobPostedDate,PositonID,JobLink,JobDesc,DateScrapedOn,
Sr. Software QAE,Amazon.com Services LLC,Irvine  CA,Today,job_e35d4cfe7cfc0c3e,https://www.indeed.com/rc/clk?jk=e35d4cfe7cfc0c3e&fccid=fe2d21eef233e94a&vjs=3,API automation testing including working experience with unit test automation frameworks. They should be able to design test plans that split testing work into…,2021/08/19 15:03:02
IT Mobile Quality Analyst,Exodus Integrity Services,Cleveland  OH•Remote,Today,job_e4e5563168987b3e,https://www.indeed.com/rc/clk?jk=e4e5563168987b3e&fccid=fefbcbf3019073c3&vjs=3,Proven ability to learn and use test tools for more efficient testing. Experience with mobile web and/or mobile native application testing.,2021/08/19 15:03:02
Full Stack Engineer,DMGT,New York  NY,Today,job_3b0eaef68ab782ca,https://www.indeed.com/rc/clk?jk=3b0eaef68ab782ca&fccid=f507f58441919381&vjs=3,Knowledge of software engineering best practices across the development lifecycle  including agile methodologies  coding standards  source management  and…,2021/08/19 15:03:02
Mobile Application Developer,Itech Inc,Remote,Just posted,job_20d75ffd94e1baee,https://www.indeed.com/company/Itech-Inc/jobs/Mobile-Application-Developer-20d75ffd94e1baee?fccid=90d4d73844f458dd&vjs=3,Must have strong application testing discipline. You will participate in and/or direct major deliverable of projects through all aspects of the software…,2021/08/19 15:03:03
Java Full Stack Developer,WorkCog,Jersey City  NJ•Temporarily Remote,1 day ago,job_e954221647b19f21,https://www.indeed.com/company/WorkCog/jobs/Java-Full-Stack-Developer-e954221647b19f21?fccid=04542d75b9ce9d61&vjs=3,Participating in the design and creation of scalable software. Writing clean  functional code on the front- and back-end. Job Types: Part-time  Contract.,2021/08/19 15:03:03
Dell Boomi Software Engineer 2,Dell,New York  NY 10012 (Little Italy area),Today,sj_dc952e8ae7c5e909,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AgWdHB-1Gn00exb8huEpxfx2g-_385e5PlrYs2PG9d-2FiGeXZ2Orz1JXE_SrYkBFT1__i7t9HbtJEF65VVx-b9Iw5UIX8FnjpriXQB7g8qJ2uMGLl0d14JrmusUEdOmmC1XgGGQFDK6UZs9xtuhY36MyLHdUnp-rROTun4Ejas834Pbq-VACeFEeXGneCUxU-qOOB5ZBN5otrefvZ3nMztarZjaNV1uz0pwbWK6iCSNxKRlK9BUE0J7IPhezpZJ_MHfYC6Kgkat5wH8OpcliDxWCpRuQvu0U_90krFKGGWFWO5yXFikOknW6PfmKsNMjKG4HWh9_DCtqa2Gor9jOT1kD8REJ0qUr5l8EkbDuwJLQAe91mn3VC5YrPXGjILXBfxcahZUVuJsC6fU_RtONh&p=0&fvj=0&vjs=3,Participate in design  development  unit testing of Boomi products and services including enhancements and/or resolution of any issues that may be reported.,2021/08/19 15:03:06
Java Full Stack Developer,Bioinfo Systems LLC,United States,1 day ago,sj_1a5011b4451392da,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AAqjKPtKpSL-VNCp--oCslxXA_5yNkLuO-SgQCuEEveYtfp5zyArSaKwIGjhy3-2fK_4_iE5vlGsiWEiP2xFUCGA3wC0X4I-JBdoCCqbbew6VKR2Ojyi9IBUbXzhSxdTXl_T8qfXQDTA_Q5DIHKMPRrFogvebeoacJ95VvaJvk_XLRYjOejB7aUuXIEXcm7L--Qz6q6tlb-3L2xVPwifY00kLRyDmVevmKPxMv4qE3IQ4FZLxb_5ECqIE7RmGyfnhqMA7r_KhXu66e0z_yB_ms_7OGiSbzvup7ZBqeZ8NrZ3zsUXHA4W8292Zfk92h4rDodthizYDKZ1Np3uiXnoNuGEa2PYGX0vtuN3Hrk3ozRj5VNX0KOKVJifUdgTHaXk4yKXMIzU9U2-qxW-FSBAMYNznG12r0vDlwY4BdQgj7KEWcMjqPKA5YLOjtXgsjSocp6cwSSTegppOEEJZbeXm0-y7bHkKpr1ntLnyy1ONUlQ==&p=1&fvj=1&vjs=3,5-10 years of industry experience. En 2 end Testing experience. Manufacturing and build APUI (Rest API or SOAP API). Job Types: Full-time  Contract.,2021/08/19 15:03:07
API Solution Architect,Matlen Silver,Charlotte  NC 28202 (Downtown Charlotte area)•Temporarily Remote,1 day ago,sj_420a7c68f3d0755e,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ADTliTSg4K3aDxe8vkHVVj5ml6bx8ND6Ab8oliGx3AtQak9O875La2bFZ7Jqdg5u2q2kduHQq4-pGwjMUD7_8HsU4LNWNIehqh3bK3uVpHAYyuy5MaMUDhSTJ8BHijh3fgfn42PBZ0NdcHSt7zYCv79uvwfqybkw2g0E_ck9r_ouaG3_v41_yNZe4F6APXRysG8aI2TW7muWtKokEuRR1de-mOzvDXAIwL6oevryHhrLPGkd9csgITRfLnBvbc_7ZkYnZUNVauordvTcE69KwUAv0pildOD_qofG_wVEYke5BHJeApVOwTf9u9WSs5Ha0gsQhy9LZTImJBOB50XmFrcN_tq5spbD7Tc61Oxbjwl7mdAuw2LYdWsoimeoKcjIZ_5hyB5qLlP9c-zjXteeN8tV9ol6Jg64Hj7RKuJsEVBv0DUpWGSIKAcCdbye1JPNA=&p=2&fvj=0&vjs=3,Our client in the banking industry is in need of a API Solution Architect to contribute to and execute against the enterprise API strategy  including the…,2021/08/19 15:03:07
Java Software Engineer,Actalent,Centreville  VA 20120,Today,sj_c004cb91c650d70c,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ChYVx_I3yfZ_JDY3EFoivtqvi_stwnZ_kRt8Dowt_l_d1ydueao4NE-oUleRJ4yhhMu2F-A54vwy202ahFivA_ZIMP1EFNG9gJl-xu06_Fpwqa7qVGrbDU5UoK0380XHzWJsmnRyLYwUh6dDJyDyq88a7wybpERk60gI3o3fV5gXc-Qqk7feiRAzP_hzbOBU9vS9AF14cknCJ_fivp_JNS8LqyXA8mYlRJQrSdFSruGI7dzKQ1kxRytGMJXdIhWtHHwwkQysdKli9VrDJwXeVHf1IjK8xQ_0NbVOffHlDy6iObejUIoEdLVm_rAmqiNHeHBx9L1MNJWG6xxNeZqsP3nokjSQwv5YjrQrXoGnGyyzn63HJuT-R2S_AUOZX1vBuc4XIVrZTBRuDtWMOHVEM0NrsHXZIA8wPQ1JyNpOZfYnXHxubS0QKMVxnT6aFrDfsEpot0vf74haxHUdh9UDW1TfjXvQLXNBnJlFMCoCx8mK6ZFaYc_TYfCD0Z84icLMLb1sxrxVqBuHKPquSULpe0OUCyIr2Gh053sZOwxcY13eENXqAQNYx245f70XgGmXuoQLrJrBDl3RwgvNATYtCd0wV-I8OMaUUOiU0rC6mT1K1Y3oAGG1-_dnCbbjNco8-R3LEFKN5LIfyinEnaWC3BxUVYPCTQ3pV8fPbXRS5zPZ5gD7_k6Gdo4vKsRSUYvugxnjwhTM1Hi-mxZOMLg2X6jDNVR70lyYLLWQ1c88ylTQ3QaejOdeK52T--h0mpreJAoiMmPg1_mgsIH1Dd89VBIFwV2E-Nj9jQg_bjrvlM0Px8_-UhyJfvcQRxp2qTaNjEGVX4um1BfH63Ft88x7-vkcY50EX5OKGh29ezFEY56bIZef9DmFWdaEntRswSreV5fesHaEsqRV2yYv_IZsJFimVte14wWz7Tvczqh-8ZfJu9ReaMLNDhQ4jf9x7wr08z0Yqt9s_Rgme62pUUNhY3jAqq5j97JZo=&p=3&fvj=0&vjs=3,Work as part of an agile development team programming multiple functional areas such as full-stack development  API development/integration  and automated…,2021/08/19 15:03:07
Software Engineer,World Centric,Rohnert Park  CA 94928,1 day ago,sj_448d15b37c72da83,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0ff9e8Lfwlpl5zGbQmpn59AL71QmFd7VKOAnfyjZzp30iMMN3yCwMDo2XD3CPyWoHa3JwqKx2SbYdc__4mbSGHeY4SwwTVE6XZ8QZT2OOSb0YdFCNSp7vWzAUzzuObjDjwiFuz75Lodgd6Xkn8OTXZ_tkvHoACHTiK1oiZMc-wXPxij9Q6sLTjTmA5gmWO5Eqz8U6gDivCWJpTLKRCoeKl18A3pmNZ_kb4ieHpU0H2cnPJWTVSM2DxM2hc5vryQQ8Rr3hsmWSeZKdtTHvwDnpMLpeFwpgq01OXOJF7yK9p75E4JzY3ikBKmByiZ0B-jdGSo6BKaW--VNCTv_HYWtgGne1dGDahdGbBddfil1y-ssur08WCU-3SqJ3WjWrsuL7NdTfgGyhSNxxFqxTiTiD285OP81RJCsOsldBHn93QfNqmQ6y0ULB&p=4&fvj=0&vjs=3,Apply standard development methods covering the full development lifecycle (project preparation  analysis  design  development  testing  deployment  and support…,2021/08/19 15:03:07
Principal Engineer - API Platform,CVS Health,Florham Park  NJ,Today,job_56eaedb1bfdcdaf9,https://www.indeed.com/rc/clk?jk=56eaedb1bfdcdaf9&fccid=be3b11aa573faee7&vjs=3,Experience in implementing automation testing for APIs. This role partners with key stakeholders to implement architectural best practices  guidelines  and…,2021/08/19 15:03:07
(Remote) .Net Developer,GDIT,Remote,Today,job_75159dc9caf0003b,https://www.indeed.com/company/GDIT/jobs/Net-Developer-75159dc9caf0003b?fccid=11caadcdc98800d4&vjs=3,Experience in full software development life cycle (SDLC) including design  testing  deployment  documentation  and support activities.,2021/08/19 15:03:07
Java Backend Developer,Softnice Inc,Jersey City  NJ+3 locations,1 day ago,job_ea7a3d03e594058d,https://www.indeed.com/company/Softnice-Inc/jobs/Java-Backend-Developer-ea7a3d03e594058d?fccid=ca42bdfbe29c97c0&vjs=3,Experience with Agile application development concepts including build automation  pair programming  testing automation and code management (branching and…,2021/08/19 15:03:08
Computer Programmer Analyst II or III,City of St. Petersburg,Saint Petersburg  FL,Just posted,job_1c033c1cdf857629,https://www.indeed.com/rc/clk?jk=1c033c1cdf857629&fccid=4462cce71f1573a2&vjs=3,Applicants may be required to successfully complete pre-employment drug testing and/or medical exams. The City of St. Petersburg is committed to a Drug Free…,2021/08/19 15:03:08
Selenium Automation Engineer,AMERISOFTPRO SYSTEMS LLC,Remote,Today,job_dec198b966bd207b,https://www.indeed.com/company/AMERISOFTPRO-SYSTEMS-LLC/jobs/Selenium-Automation-Engineer-dec198b966bd207b?fccid=dc2a4b12ae735abe&vjs=3,- Experience in creation of automation testing strategy and automation design document.*. Role Description: * The Selenium Automation Engineer would need to…,2021/08/19 15:03:08
Software Developer (AWS/ Python/ Typescript),Accelalpha,Seattle  WA•Temporarily Remote,1 day ago,job_05513ad8f15a18f8,https://www.indeed.com/company/Accelalpha/jobs/Software-Developer-05513ad8f15a18f8?fccid=80cc2ffdaccbf20b&vjs=3,You should showcase ability to multi-task while ensuring high quality of results and have dedication to high standards of code quality and testing.,2021/08/19 15:03:08
Software Engineer,Prudential,Newark  NJ 07102 (Central Business District area),Today,job_3f37f86503befd31,https://www.indeed.com/rc/clk?jk=3f37f86503befd31&fccid=4144c0c6235e4037&vjs=3,Conduct unit testing and integration testing for functionality. You will code  test  and debug new and existing applications.,2021/08/19 15:03:08
DevOps/AWS Engineer,CareMetx,Remote,1 day ago,job_d269212c70a16a72,https://www.indeed.com/company/CareMetx/jobs/Devop-Aws-Engineer-d269212c70a16a72?fccid=bbbe33aaa3badafc&vjs=3,Conduct quality testing on UAT and Production deployments. Demonstrated skills with performance testing and tuning at all levels including at the API level.,2021/08/19 15:03:09
Unity Developer,ShadowMaker Studios,Remote,Just posted,job_71fa76c04441b8ad,https://www.indeed.com/company/ShadowMaker-Studios/jobs/Unity-Developer-71fa76c04441b8ad?fccid=d7a8440d401af8a0&vjs=3,Implementing automated testing platforms and unit tests. ShadowMaker Studios is seeking a *Unity* developer to assist with the creation of a high-performance…,2021/08/19 15:03:09
API QA Engineer (US Remote job),Sngular,Richmond  VA•Remote,1 day ago,job_d3091a065cdf8d16,https://www.indeed.com/rc/clk?jk=d3091a065cdf8d16&fccid=38de3a18fec5096f&vjs=3,Experience defining and deploying testing strategies and plans in large organizations. Work with cross-functional teams to ensure quality throughout the…,2021/08/19 15:03:09
Dell Boomi Software Engineer 2,Dell,New York  NY 10012 (Little Italy area),Today,sj_dc952e8ae7c5e909,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AgWdHB-1Gn00exb8huEpxfx2g-_385e5PlrYs2PG9d-2FiGeXZ2Orz1JXE_SrYkBFT1__i7t9HbtJEF65VVx-b9Iw5UIX8FnjpriXQB7g8qJ2uMGLl0d14JrmusUEdOmmC1XgGGQFDK6UZs9xtuhY36MyLHdUnp-rROTun4Ejas834Pbq-VACeFEeXGneCUxU-qOOB5ZBN5otrefvZ3nMztarZjaNV1uz0pwbWK6iCSNxKRlK9BUE0J7IPhezpZJ_MHfYC6Kgkat5wH8OpcliDxWCpRuQvu0U_90krFKGGWFWO5yXFikOknW6PfmKsNMjKG4HWh9_DCtqa2Gor9jOT1kD8REJ0qUr5l8EkbDuwJLQAe91mn3VC5YrPXGjILXBfxcahZUVuJsC6fU_RtONh&p=0&fvj=0&vjs=3,Participate in design  development  unit testing of Boomi products and services including enhancements and/or resolution of any issues that may be reported.,2021/08/19 15:03:11
Java Full Stack Developer,Bioinfo Systems LLC,United States,1 day ago,sj_1a5011b4451392da,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AAqjKPtKpSL-VNCp--oCslxXA_5yNkLuO-SgQCuEEveYtfp5zyArSaKwIGjhy3-2fK_4_iE5vlGsiWEiP2xFUCGA3wC0X4I-JBdoCCqbbew6VKR2Ojyi9IBUbXzhSxdTXl_T8qfXQDTA_Q5DIHKMPRrFogvebeoacJ95VvaJvk_XLRYjOejB7aUuXIEXcm7L--Qz6q6tlb-3L2xVPwifY00kLRyDmVevmKPxMv4qE3IQ4FZLxb_5ECqIE7RmGyfnhqMA7r_KhXu66e0z_yB_ms_7OGiSbzvup7ZBqeZ8NrZ3zsUXHA4W8292Zfk92h4rDodthizYDKZ1Np3uiXnoNuGEa2PYGX0vtuN3Hrk3ozRj5VNX0KOKVJifUdgTHaXk4yKXMIzU9U2-qxW-FSBAMYNznG12r0vDlwY4BdQgj7KEWcMjqPKA5YLOjtXgsjSocp6cwSSTegppOEEJZbeXm0-y7bHkKpr1ntLnyy1ONUlQ==&p=1&fvj=1&vjs=3,5-10 years of industry experience. En 2 end Testing experience. Manufacturing and build APUI (Rest API or SOAP API). Job Types: Full-time  Contract.,2021/08/19 15:03:11
API Solution Architect,Matlen Silver,Charlotte  NC 28202 (Downtown Charlotte area)•Temporarily Remote,1 day ago,sj_420a7c68f3d0755e,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ADTliTSg4K3aDxe8vkHVVj5ml6bx8ND6Ab8oliGx3AtQak9O875La2bFZ7Jqdg5u2q2kduHQq4-pGwjMUD7_8HsU4LNWNIehqh3bK3uVpHAYyuy5MaMUDhSTJ8BHijh3fgfn42PBZ0NdcHSt7zYCv79uvwfqybkw2g0E_ck9r_ouaG3_v41_yNZe4F6APXRysG8aI2TW7muWtKokEuRR1de-mOzvDXAIwL6oevryHhrLPGkd9csgITRfLnBvbc_7ZkYnZUNVauordvTcE69KwUAv0pildOD_qofG_wVEYke5BHJeApVOwTf9u9WSs5Ha0gsQhy9LZTImJBOB50XmFrcN_tq5spbD7Tc61Oxbjwl7mdAuw2LYdWsoimeoKcjIZ_5hyB5qLlP9c-zjXteeN8tV9ol6Jg64Hj7RKuJsEVBv0DUpWGSIKAcCdbye1JPNA=&p=2&fvj=0&vjs=3,Our client in the banking industry is in need of a API Solution Architect to contribute to and execute against the enterprise API strategy  including the…,2021/08/19 15:03:12
Java Software Engineer,Actalent,Centreville  VA 20120,Today,sj_c004cb91c650d70c,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ChYVx_I3yfZ_JDY3EFoivtqvi_stwnZ_kRt8Dowt_l_d1ydueao4NE-oUleRJ4yhhMu2F-A54vwy202ahFivA_ZIMP1EFNG9gJl-xu06_Fpwqa7qVGrbDU5UoK0380XHzWJsmnRyLYwUh6dDJyDyq88a7wybpERk60gI3o3fV5gXc-Qqk7feiRAzP_hzbOBU9vS9AF14cknCJ_fivp_JNS8LqyXA8mYlRJQrSdFSruGI7dzKQ1kxRytGMJXdIhWtHHwwkQysdKli9VrDJwXeVHf1IjK8xQ_0NbVOffHlDy6iObejUIoEdLVm_rAmqiNHeHBx9L1MNJWG6xxNeZqsP3nokjSQwv5YjrQrXoGnGyyzn63HJuT-R2S_AUOZX1vBuc4XIVrZTBRuDtWMOHVEM0NrsHXZIA8wPQ1JyNpOZfYnXHxubS0QKMVxnT6aFrDfsEpot0vf74haxHUdh9UDW1TfjXvQLXNBnJlFMCoCx8mK6ZFaYc_TYfCD0Z84icLMLb1sxrxVqBuHKPquSULpe0OUCyIr2Gh053sZOwxcY13eENXqAQNYx245f70XgGmXuoQLrJrBDl3RwgvNATYtCd0wV-I8OMaUUOiU0rC6mT1K1Y3oAGG1-_dnCbbjNco8-R3LEFKN5LIfyinEnaWC3BxUVYPCTQ3pV8fPbXRS5zPZ5gD7_k6Gdo4vKsRSUYvugxnjwhTM1Hi-mxZOMLg2X6jDNVR70lyYLLWQ1c88ylTQ3QaejOdeK52T--h0mpreJAoiMmPg1_mgsIH1Dd89VBIFwV2E-Nj9jQg_bjrvlM0Px8_-UhyJfvcQRxp2qTaNjEGVX4um1BfH63Ft88x7-vkcY50EX5OKGh29ezFEY56bIZef9DmFWdaEntRswSreV5fesHaEsqRV2yYv_IZsJFimVte14wWz7Tvczqh-8ZfJu9ReaMLNDhQ4jf9x7wr08z0Yqt9s_Rgme62pUUNhY3jAqq5j97JZo=&p=3&fvj=0&vjs=3,Work as part of an agile development team programming multiple functional areas such as full-stack development  API development/integration  and automated…,2021/08/19 15:03:12
Software Engineer,World Centric,Rohnert Park  CA 94928,1 day ago,sj_448d15b37c72da83,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0ff9e8Lfwlpl5zGbQmpn59AL71QmFd7VKOAnfyjZzp30iMMN3yCwMDo2XD3CPyWoHa3JwqKx2SbYdc__4mbSGHeY4SwwTVE6XZ8QZT2OOSb0YdFCNSp7vWzAUzzuObjDjwiFuz75Lodgd6Xkn8OTXZ_tkvHoACHTiK1oiZMc-wXPxij9Q6sLTjTmA5gmWO5Eqz8U6gDivCWJpTLKRCoeKl18A3pmNZ_kb4ieHpU0H2cnPJWTVSM2DxM2hc5vryQQ8Rr3hsmWSeZKdtTHvwDnpMLpeFwpgq01OXOJF7yK9p75E4JzY3ikBKmByiZ0B-jdGSo6BKaW--VNCTv_HYWtgGne1dGDahdGbBddfil1y-ssur08WCU-3SqJ3WjWrsuL7NdTfgGyhSNxxFqxTiTiD285OP81RJCsOsldBHn93QfNqmQ6y0ULB&p=4&fvj=0&vjs=3,Apply standard development methods covering the full development lifecycle (project preparation  analysis  design  development  testing  deployment  and support…,2021/08/19 15:03:12
Principal Engineer - API Platform,CVS Health,Florham Park  NJ,Today,job_56eaedb1bfdcdaf9,https://www.indeed.com/rc/clk?jk=56eaedb1bfdcdaf9&fccid=be3b11aa573faee7&vjs=3,Experience in implementing automation testing for APIs. This role partners with key stakeholders to implement architectural best practices  guidelines  and…,2021/08/19 15:03:12
(Remote) .Net Developer,GDIT,Remote,Today,job_75159dc9caf0003b,https://www.indeed.com/company/GDIT/jobs/Net-Developer-75159dc9caf0003b?fccid=11caadcdc98800d4&vjs=3,Experience in full software development life cycle (SDLC) including design  testing  deployment  documentation  and support activities.,2021/08/19 15:03:12
Java Backend Developer,Softnice Inc,Jersey City  NJ+3 locations,1 day ago,job_ea7a3d03e594058d,https://www.indeed.com/company/Softnice-Inc/jobs/Java-Backend-Developer-ea7a3d03e594058d?fccid=ca42bdfbe29c97c0&vjs=3,Experience with Agile application development concepts including build automation  pair programming  testing automation and code management (branching and…,2021/08/19 15:03:12
Computer Programmer Analyst II or III,City of St. Petersburg,Saint Petersburg  FL,Just posted,job_1c033c1cdf857629,https://www.indeed.com/rc/clk?jk=1c033c1cdf857629&fccid=4462cce71f1573a2&vjs=3,Applicants may be required to successfully complete pre-employment drug testing and/or medical exams. The City of St. Petersburg is committed to a Drug Free…,2021/08/19 15:03:12
Selenium Automation Engineer,AMERISOFTPRO SYSTEMS LLC,Remote,Today,job_dec198b966bd207b,https://www.indeed.com/company/AMERISOFTPRO-SYSTEMS-LLC/jobs/Selenium-Automation-Engineer-dec198b966bd207b?fccid=dc2a4b12ae735abe&vjs=3,- Experience in creation of automation testing strategy and automation design document.*. Role Description: * The Selenium Automation Engineer would need to…,2021/08/19 15:03:13
Software Developer (AWS/ Python/ Typescript),Accelalpha,Seattle  WA•Temporarily Remote,1 day ago,job_05513ad8f15a18f8,https://www.indeed.com/company/Accelalpha/jobs/Software-Developer-05513ad8f15a18f8?fccid=80cc2ffdaccbf20b&vjs=3,You should showcase ability to multi-task while ensuring high quality of results and have dedication to high standards of code quality and testing.,2021/08/19 15:03:13
Software Engineer,Prudential,Newark  NJ 07102 (Central Business District area),Today,job_3f37f86503befd31,https://www.indeed.com/rc/clk?jk=3f37f86503befd31&fccid=4144c0c6235e4037&vjs=3,Conduct unit testing and integration testing for functionality. You will code  test  and debug new and existing applications.,2021/08/19 15:03:13
DevOps/AWS Engineer,CareMetx,Remote,1 day ago,job_d269212c70a16a72,https://www.indeed.com/company/CareMetx/jobs/Devop-Aws-Engineer-d269212c70a16a72?fccid=bbbe33aaa3badafc&vjs=3,Conduct quality testing on UAT and Production deployments. Demonstrated skills with performance testing and tuning at all levels including at the API level.,2021/08/19 15:03:13
Unity Developer,ShadowMaker Studios,Remote,Just posted,job_71fa76c04441b8ad,https://www.indeed.com/company/ShadowMaker-Studios/jobs/Unity-Developer-71fa76c04441b8ad?fccid=d7a8440d401af8a0&vjs=3,Implementing automated testing platforms and unit tests. ShadowMaker Studios is seeking a *Unity* developer to assist with the creation of a high-performance…,2021/08/19 15:03:13
API QA Engineer (US Remote job),Sngular,Richmond  VA•Remote,1 day ago,job_d3091a065cdf8d16,https://www.indeed.com/rc/clk?jk=d3091a065cdf8d16&fccid=38de3a18fec5096f&vjs=3,Experience defining and deploying testing strategies and plans in large organizations. Work with cross-functional teams to ensure quality throughout the…,2021/08/19 15:03:13
Full Stack Developer,Park Computer Systems,Remote,1 day ago,job_37c1c4a76ba813e7,https://www.indeed.com/company/Park-Computer-Systems/jobs/Full-Stack-Developer-37c1c4a76ba813e7?fccid=1c03d3e3a9506d7e&vjs=3,Adhere to coding standards such as unit-testing and documentation. 5+ years of C# .NET/. Experience in microservice architecture preferred.,2021/08/19 15:03:17
Senior Application Developer Consultant,Tallan,Remote,Today,job_5792fb454b9530cf,https://www.indeed.com/company/Tallan/jobs/Senior-Application-Developer-Consultant-5792fb454b9530cf?fccid=498d761b5c9e3873&vjs=3,Participates in all phases of the development life cycle including analysis  design  coding  testing  and release. At least three (3) years of experience with:,2021/08/19 15:03:17
Sr.Net Developer,infoObject,St. Louis  MO•Remote,1 day ago,job_584871eba8eee906,https://www.indeed.com/company/infoObject/jobs/Senior-Net-Developer-584871eba8eee906?fccid=0520f00b0e79cf70&vjs=3,Net or approved programming language  developing documentation smoke tests and testing scripts for applications that are developed for this project.,2021/08/19 15:03:17
Azure/DevOps Lead,Genesis Consulting LLC,Remote,Today,job_676e5183ffcf8d64,https://www.indeed.com/company/Genesis-Consulting-LLC/jobs/Azure-Devop-Lead-676e5183ffcf8d64?fccid=9431b5c0f8edcd31&vjs=3,Actively troubleshoot any issues that arise during testing and production  catching and solving issues before launch. Good understanding of REST API.,2021/08/19 15:03:17
Quality Engineer (Remote - Austin  or U.S.),The Zebra,Texas•Remote,Today,job_c46e12bdfddb37a6,https://www.indeed.com/rc/clk?jk=c46e12bdfddb37a6&fccid=cfa3b97407dcdd5d&vjs=3,Execute acceptance and exploratory testing. Participate in group testing activities if needed. Real passion for testing and quality assurance.,2021/08/19 15:03:17
Sr Software Engineer,Tesla,Fremont  CA,Today,job_967514b8ef6da476,https://www.indeed.com/rc/clk?jk=967514b8ef6da476&fccid=86e9be6ce380173e&vjs=3,Develop testing platforms to detect network configuration inconsistencies before changes are made. This position's responsibility is to automate network…,2021/08/19 15:03:18
